x-axis,1,2
second,Volt,Volt
-220.0000E-06,,
-219.4000E-06,,
-218.8000E-06,+9.1325098833E+00,-47.6064533E-03
-218.2000E-06,+9.0732662976E+00,-152.3406506E-03
-217.6000E-06,+9.1680560347E+00,-76.1703253E-03
-217.0000E-06,+9.2983919233E+00,-180.9045225E-03
-216.4000E-06,+9.0732662976E+00,-104.7341973E-03
-215.8000E-06,+9.2628457719E+00,+0.0E+00
-215.2000E-06,+9.1325098833E+00,-180.9045225E-03
-214.6000E-06,+9.0732662976E+00,-57.1277440E-03
-214.0000E-06,+9.0969637319E+00,+0.0E+00
-213.4000E-06,+9.2983919233E+00,+0.0E+00
-212.8000E-06,+9.0851150147E+00,-171.3832319E-03
-212.2000E-06,+9.0732662976E+00,-66.6490346E-03
-211.6000E-06,+9.0732662976E+00,-38.0851626E-03
-211.0000E-06,+9.1206611662E+00,-38.0851626E-03
-210.4000E-06,+9.1562073176E+00,-180.9045225E-03
-209.8000E-06,+9.0732662976E+00,+0.0E+00
-209.2000E-06,+9.2983919233E+00,-95.2129066E-03
-208.6000E-06,+9.0732662976E+00,-161.8619412E-03
-208.0000E-06,+9.0732662976E+00,+0.0E+00
-207.4000E-06,+9.1325098833E+00,-180.9045225E-03
-206.8000E-06,+9.2628457719E+00,-28.5638720E-03
-206.2000E-06,+9.0732662976E+00,-76.1703253E-03
-205.6000E-06,+9.0732662976E+00,-0.0E+00
-205.0000E-06,+9.0732662976E+00,-180.9045225E-03
-204.4000E-06,+9.0732662976E+00,+0.0E+00
-203.8000E-06,+9.0732662976E+00,+0.0E+00
-203.2000E-06,+9.0732662976E+00,-57.1277440E-03
-202.6000E-06,+9.2983919233E+00,-19.0425813E-03
-202.0000E-06,+9.0732662976E+00,-85.6916159E-03
-201.4000E-06,+9.0732662976E+00,-9.5212907E-03
-200.8000E-06,+9.0732662976E+00,+0.0E+00
-200.2000E-06,+9.2983919233E+00,-142.8193599E-03
-199.6000E-06,+9.0732662976E+00,-38.0851626E-03
-199.0000E-06,+9.0732662976E+00,-180.9045225E-03
-198.4000E-06,+9.0732662976E+00,-171.3832319E-03
-197.8000E-06,+9.1799047519E+00,-95.2129066E-03
-197.2000E-06,+9.0732662976E+00,-180.9045225E-03
-196.6000E-06,+9.1443586004E+00,-180.9045225E-03
-196.0000E-06,+9.0732662976E+00,-47.6064533E-03
-195.4000E-06,+9.0732662976E+00,-28.5638720E-03
-194.8000E-06,+9.2036021862E+00,-104.7341973E-03
-194.2000E-06,+9.0732662976E+00,+0.0E+00
