x-axis,1,2
second,Volt,Volt
-47.0000E-06,,
-46.9000E-06,,
-46.8000E-06,-126.5024915E-03,-10.1130717E-03
-46.7000E-06,-46.1004823E-03,-10.1130717E-03
-46.6000E-06,-80.5584863E-03,-20.1633228E-03
-46.5000E-06,-57.5864837E-03,-18.7275726E-03
-46.4000E-06,+11.3295242E-03,-10.1130717E-03
-46.3000E-06,-46.1004823E-03,-12.9845720E-03
-46.2000E-06,-115.0164902E-03,-10.1130717E-03
-46.1000E-06,-156.4771E-06,-15.8560723E-03
-46.0000E-06,-46.1004823E-03,-10.1130717E-03
-45.9000E-06,-126.5024915E-03,-20.1633228E-03
-45.8000E-06,+22.8155255E-03,-10.1130717E-03
-45.7000E-06,-46.1004823E-03,-14.4203221E-03
-45.6000E-06,-103.5304889E-03,-12.9845720E-03
-45.5000E-06,-46.1004823E-03,-10.1130717E-03
-45.4000E-06,-46.1004823E-03,-10.1130717E-03
-45.3000E-06,-46.1004823E-03,-20.1633228E-03
-45.2000E-06,-46.1004823E-03,-10.1130717E-03
-45.1000E-06,-126.5024915E-03,-10.1130717E-03
-45.0000E-06,-46.1004823E-03,-12.9845720E-03
-44.9000E-06,-46.1004823E-03,-12.9845720E-03
-44.8000E-06,-46.1004823E-03,-11.5488218E-03
-44.7000E-06,-92.0444876E-03,-10.1130717E-03
-44.6000E-06,-46.1004823E-03,-10.1130717E-03
-44.5000E-06,-92.0444876E-03,-20.1633228E-03
-44.4000E-06,-126.5024915E-03,-20.1633228E-03
-44.3000E-06,-46.1004823E-03,-7.2415713E-03
-44.2000E-06,-126.5024915E-03,-10.1130717E-03
-44.1000E-06,-46.1004823E-03,-8.6773215E-03
-44.0000E-06,-46.1004823E-03,-10.1130717E-03
-43.9000E-06,-46.1004823E-03,-10.1130717E-03
-43.8000E-06,-92.0444876E-03,-10.1130717E-03
-43.7000E-06,-46.1004823E-03,-20.1633228E-03
-43.6000E-06,-46.1004823E-03,-17.2918225E-03
-43.5000E-06,-69.0724850E-03,-10.1130717E-03
-43.4000E-06,-46.1004823E-03,-20.1633228E-03
-43.3000E-06,-46.1004823E-03,-10.1130717E-03
-43.2000E-06,-46.1004823E-03,-10.1130717E-03
-43.1000E-06,-156.4771E-06,-15.8560723E-03
-43.0000E-06,-46.1004823E-03,-10.1130717E-03
-42.9000E-06,-46.1004823E-03,-17.2918225E-03
-42.8000E-06,-69.0724850E-03,-10.1130717E-03
-42.7000E-06,-57.5864837E-03,-10.1130717E-03
-42.6000E-06,-46.1004823E-03,-15.8560723E-03
