x-axis,1,2
second,Volt,Volt
-46.8000E-06,-46.1004823E-03,-34.9605680E-03
-46.7000E-06,+34.3015268E-03,-80.9045732E-03
-46.6000E-06,-46.1004823E-03,-80.9045732E-03
-46.5000E-06,+22.8155255E-03,-11.9885653E-03
-46.4000E-06,-103.5304889E-03,-502.5640E-06
-46.3000E-06,+11.3295242E-03,-23.4745666E-03
-46.2000E-06,-46.1004823E-03,-11.9885653E-03
-46.1000E-06,-46.1004823E-03,-502.5640E-06
-46.0000E-06,+34.3015268E-03,-502.5640E-06
-45.9000E-06,-46.1004823E-03,-80.9045732E-03
-45.8000E-06,-46.1004823E-03,-80.9045732E-03
-45.7000E-06,-23.1284797E-03,-80.9045732E-03
-45.6000E-06,-80.5584863E-03,-23.4745666E-03
-45.5000E-06,-46.1004823E-03,-149.8205811E-03
-45.4000E-06,-46.1004823E-03,-502.5640E-06
-45.3000E-06,-126.5024915E-03,-502.5640E-06
-45.2000E-06,-34.6144810E-03,-80.9045732E-03
-45.1000E-06,-46.1004823E-03,-502.5640E-06
-45.0000E-06,-126.5024915E-03,+33.9554399E-03
-44.9000E-06,+11.3295242E-03,-80.9045732E-03
-44.8000E-06,+22.8155255E-03,-502.5640E-06
-44.7000E-06,-46.1004823E-03,-502.5640E-06
-44.6000E-06,-46.1004823E-03,-502.5640E-06
-44.5000E-06,-46.1004823E-03,-502.5640E-06
-44.4000E-06,-46.1004823E-03,-80.9045732E-03
-44.3000E-06,-23.1284797E-03,-23.4745666E-03
-44.2000E-06,-46.1004823E-03,-502.5640E-06
-44.1000E-06,-115.0164902E-03,-502.5640E-06
-44.0000E-06,-46.1004823E-03,-46.4465693E-03
-43.9000E-06,-46.1004823E-03,-80.9045732E-03
-43.8000E-06,-46.1004823E-03,-34.9605679E-03
-43.7000E-06,-57.5864837E-03,-502.5640E-06
-43.6000E-06,-46.1004823E-03,-23.4745666E-03
-43.5000E-06,-46.1004823E-03,-80.9045732E-03
-43.4000E-06,-57.5864837E-03,-69.4185719E-03
-43.3000E-06,-92.0444876E-03,-34.9605680E-03
-43.2000E-06,-126.5024915E-03,-161.3065824E-03
-43.1000E-06,-46.1004823E-03,-502.5640E-06
-43.0000E-06,-126.5024915E-03,-11.9885653E-03
-42.9000E-06,+34.3015268E-03,-23.4745666E-03
-42.8000E-06,-46.1004823E-03,-23.4745666E-03
-42.7000E-06,-46.1004823E-03,-80.9045732E-03
-42.6000E-06,-46.1004823E-03,-502.5640E-06
-42.5000E-06,-46.1004823E-03,-502.5640E-06
